Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2015-08-06,210.29,210.42,207.65,208.35,189.46,116030800,0.0,0
2015-08-07,208.16,208.34,206.87,207.95,189.09,117858000,0.0,0
2015-08-10,209.28,210.67,209.28,210.57,191.48,80270700,0.0,0
2015-08-11,208.97,209.47,207.76,208.67,189.75,126081400,0.0,0
2015-08-12,207.11,209.14,205.36,208.92,189.97,172123700,0.0,0
2015-08-13,208.73,209.55,208.01,208.66,189.74,89383300,0.0,0
2015-08-14,208.43,209.51,208.26,209.42,190.43,72786500,0.0,0
2015-08-17,208.71,210.59,208.16,210.59,191.49,79072600,0.0,0
2015-08-18,210.26,210.68,209.7,209.98,190.94,71692700,0.0,0
2015-08-19,209.09,210.01,207.35,208.32,189.43,172946000,0.0,0
2015-08-20,206.51,208.29,203.9,203.97,185.47,194327900,0.0,0
2015-08-21,201.73,203.94,197.52,197.83,179.89,346588500,0.0,0
2015-08-24,187.49,197.48,182.4,189.5,172.32,507244300,0.0,0
2015-08-25,195.43,195.45,186.92,187.27,170.29,369833100,0.0,0
2015-08-26,192.08,194.79,188.37,194.46,176.83,339257000,0.0,0
2015-08-27,197.02,199.42,195.21,199.27,181.2,274143900,0.0,0
2015-08-28,198.5,199.84,197.92,199.28,181.21,160414400,0.0,0
2015-08-31,198.11,199.13,197.01,197.67,179.75,163298800,0.0,0
2015-09-01,193.12,194.77,190.73,191.77,174.38,256000400,0.0,0
2015-09-02,194.62,195.46,192.42,195.41,177.69,160269300,0.0,0
2015-09-03,196.26,198.05,194.96,195.55,177.82,152087800,0.0,0
2015-09-04,192.85,193.86,191.61,192.59,175.13,207081000,0.0,0
2015-09-08,195.94,197.61,195.17,197.43,179.53,116025700,0.0,0
2015-09-09,199.32,199.47,194.35,194.79,177.13,149347700,0.0,0
2015-09-10,194.56,197.22,194.25,195.85,178.09,158611100,0.0,0
2015-09-11,195.38,196.82,194.53,196.74,178.9,119691200,0.0,0
2015-09-14,196.95,197.01,195.43,196.01,178.24,79452000,0.0,0
2015-09-15,196.61,198.99,195.96,198.46,180.46,113806200,0.0,0
2015-09-16,198.82,200.41,198.41,200.18,182.03,99581600,0.0,0
2015-09-17,200.02,202.89,199.28,199.73,181.62,276046600,0.0,0
2015-09-18,195.71,198.68,194.96,195.45,178.65,223657500,1.033,0
2015-09-21,196.44,197.68,195.21,196.46,179.57,105726200,0.0,0
2015-09-22,193.88,194.46,192.56,193.91,177.24,153890900,0.0,0
2015-09-23,194.11,194.67,192.91,193.6,176.96,92790600,0.0,0
2015-09-24,192.15,193.45,190.56,192.9,176.32,159378800,0.0,0
2015-09-25,194.64,195.0,191.81,192.85,176.27,155054800,0.0,0
2015-09-28,191.78,191.91,187.64,188.01,171.85,178515900,0.0,0
2015-09-29,188.27,189.74,186.93,188.12,171.95,159045600,0.0,0
2015-09-30,190.37,191.83,189.44,191.63,175.16,163452000,0.0,0
2015-10-01,192.08,192.49,189.82,192.13,175.62,131079000,0.0,0
2015-10-02,189.77,195.03,189.12,195.0,178.24,211003300,0.0,0
2015-10-05,196.46,198.74,196.33,198.47,181.41,126320800,0.0,0
2015-10-06,198.31,198.98,197.0,197.79,180.79,110274500,0.0,0
2015-10-07,198.9,199.83,197.48,199.41,182.27,124307300,0.0,0
2015-10-08,198.95,201.55,198.59,201.21,183.92,153055200,0.0,0
2015-10-09,201.38,201.9,200.58,201.33,184.02,107069200,0.0,0
2015-10-12,201.42,201.76,200.91,201.52,184.2,56395600,0.0,0
2015-10-13,200.65,202.16,200.05,200.25,183.04,88038700,0.0,0
2015-10-14,200.18,200.87,198.94,199.29,182.16,99106200,0.0,0
2015-10-15,200.08,202.36,199.64,202.35,184.96,134142200,0.0,0
2015-10-16,202.83,203.29,201.92,203.27,185.8,114580100,0.0,0
2015-10-19,202.5,203.37,202.13,203.37,185.89,76523900,0.0,0
2015-10-20,202.85,203.84,202.55,203.11,185.65,78448500,0.0,0
2015-10-21,203.61,203.79,201.65,201.85,184.5,102038000,0.0,0
2015-10-22,202.98,205.51,201.85,205.26,187.62,174911700,0.0,0
2015-10-23,207.25,207.95,206.3,207.51,189.67,144442300,0.0,0
2015-10-26,207.3,207.37,206.56,207.0,189.21,69033000,0.0,0
2015-10-27,206.2,207.0,205.79,206.6,188.84,77905800,0.0,0
