date,open,high,low,close,adj close,volume,macd,macd_signal,macd_hist,rsi,intraday_change,pp,r1,s1,r2,s2,r3,s3,ma,ema,bbands_upper,bbands_middle,bbands_lower,sar,ht_dcperiod,ht_dcphase,ht_phasor_inphase,ht_phasor_quadrature,roc,mom,dx,aroon_down,aroon_up,aroonosc,adx,mfi,obv,atr,cci,beta,correl,trange,stoch_slowk,stochf_fastk,stochf_fastd,stochrsi_fastk,stochrsi_fastd,ht_trendline,williams_r,ch_osc,chaikin_volatility,ultimate_oscillator,pvt,pvt_ema21,nvi,nvi_ema,pvi,pvi_ema,bbands_upper_p,bbands_middle_p,bbands_lower_p,wma,dema,kama,mama,fama,midpoint,midprice,sarext,sma,t3,tema,trima,adxr,apo,bop,cmo,macdfix,macdfix_signal,macdfix_hist,minus_di,minus_dm,plus_di,plus_dm,ppo,rocp,rocr,rocr100,trix,ultosc,willr,ad,adosc,ht_sine,ht_leadsine,ht_trendmode,natr,linearreg,linearreg_angle,linearreg_intercept,linearreg_slope,stddev,tsf,var,return,next_return
2017-08-15,246.98,247.0,246.16,246.51,233.67,55242700,0.42604000078961235,0.7446720233476583,-0.3186320225580459,53.66046111419056,-0.0019029880962021517,246.55666666666664,246.9533333333333,246.1133333333333,247.39666666666662,245.71666666666664,247.7933333333333,245.27333333333328,245.7043333333333,245.64065166344932,248.46495316322114,245.6360000000002,242.80704683677925,248.30947455999998,26.953403344463958,246.90510917007958,-0.06791866463297058,-2.9727903651837146,-0.3275109170305712,-0.8100000000000023,7.664540159160434,78.57142857142857,64.28571428571429,-14.285714285714286,11.438493354458169,39.33427200646435,-149408500.0,1.4175833671944529,-9.671497584544621,0.7217565214507149,0.968119734970121,0.8400000000000034,28.34470648678366,77.83933518005516,46.803770715808646,69.54959698321144,49.38761275969847,245.96770370370368,0.46065259117082574,-7511086.697482349,0.09205872091666939,0.49412921845208463,68075753.8645927,68525551.86283629,246.51,256.7979946015556,243.76,249.1858397001018,-0.007868124410837507,0.0035581103746999965,0.015250600060672692,246.39997849462392,247.1886906908291,244.35738613023727,246.08052300140864,246.14489767890458,245.815,246.305,-248.30947455999998,245.7043333333333,245.73566199768288,246.82089204262948,246.4035000000001,12.649541592591401,0.31891025641004944,-0.5595238095238059,7.320922228381119,0.4108990637649583,0.713375845300306,-0.3024767815353476,22.53512461949171,4.470888587883101,26.27629551820175,5.2131235902977595,0.12948991644443258,-0.0032751091703056862,0.9967248908296943,99.67248908296943,0.05458775362985335,49.28599623957002,-46.065259117082576,837223967.9812585,-8204970.804823637,-0.9198564790872189,-0.9278029902032198,1,0.575061201247192,245.78857142857152,-7.685355975177483,247.54285714285717,-0.1349450549450513,1.4144765816104743,245.65362637362645,2.0007439999244525,-0.00012168410805546426,0.0017443511419414914
2017-08-16,247.11,247.57,246.45,246.94,234.08,56715500,0.4479340897705981,0.6853244366322462,-0.23739034686164806,55.62340580601859,-0.0006879527336004498,246.98666666666668,247.52333333333337,246.40333333333336,248.10666666666668,245.86666666666667,248.64333333333337,245.28333333333336,245.84333333333328,245.72448058838808,248.26916901133396,245.5740000000002,242.87883098866646,248.12509557759998,27.88330835866637,250.290099547005,-0.7139024195373234,-4.2896167580627305,-0.20206918849013933,-0.5,13.168574596169236,71.42857142857143,57.142857142857146,-14.285714285714286,11.562070586008959,46.62034324517511,-92693000.0,1.3963274123948495,30.81548652646638,0.7535723851985024,0.9655401517070631,1.1200000000000045,46.6895269585798,83.72093023255827,72.02360734483149,100.0,79.84445165771666,246.07743386243388,0.378119001919385,-7298696.95550729,0.07387865714196484,0.4928599623957002,68174685.61178349,68509357.32395032,246.51,256.6626359796764,246.94,249.15629130135736,-0.005353741733728046,0.005562478112502989,0.01672096738444462,246.47969892473142,247.25106673733123,244.44976654833746,246.13331583322793,246.1445419751266,245.815,246.305,-248.12509557759998,245.84333333333328,245.8180385418989,246.88692821241324,246.52800000000013,12.305313245293107,0.15038461538443926,-0.15178571428572787,11.246811612037174,0.43026026559110164,0.6567527293584651,-0.22649246376736343,21.243616123339216,4.151539403034308,27.687093062973428,5.410757619562198,0.06101671639547917,-0.0020206918849013903,0.9979793081150986,99.79793081150986,0.05384282002893759,47.08299424988496,-37.811900191938506,830134530.4812592,-9643961.747888803,-0.9414122822125108,-0.9041563816798571,0,0.565452098645359,245.93542857142867,-6.248680476939887,247.3588571428572,-0.10949450549450257,1.3475845056668772,245.82593406593418,1.815983999913442,0.0017443511419414914,-0.015590831780999403
2017-08-17,246.24,246.6,243.09,243.09,230.43,128490400,0.15286040917425225,0.5788316311406474,-0.42597122196639514,39.49278522941198,-0.012792397660818744,244.26,245.42999999999998,241.92,247.77,240.75,248.93999999999997,238.41,245.92799999999994,245.55451409881465,248.52153208642548,245.4400000000002,242.3584679135749,247.94809175449598,29.48879752996954,249.37616704670882,-2.7103163353609045,-5.253828489448984,-1.5670553935860032,-3.8700000000000045,17.89914678282563,100.0,50.0,-50.0,12.014718885781578,42.763542209393975,-221183400.0,1.5715897400809313,-158.97267759562993,0.8905480629328139,0.9310131739102168,3.8499999999999943,57.560266621614865,0.0,53.853421804204494,0.0,56.51653232773717,246.04572910052906,1.1170825335892485,-26299893.36085442,0.3063688297557708,0.47082994249884963,66171413.39991016,68401523.10337467,246.51,256.5302826253658,243.09,249.07720898189203,-0.02185537824761441,-0.009574641460235456,0.003018388805321015,246.30206451612926,246.82360990919278,244.42508039455265,245.98115004156654,246.14045717678758,245.48000000000002,246.0,-247.94809175449598,245.92799999999994,245.5822638841937,246.24208613367645,246.61595833333342,12.318998888034095,-0.1667307692309521,-0.8974358974359014,-21.014429541176042,0.1518925825389772,0.5557806999945675,-0.4038881174555903,32.8004797440058,7.215000874246128,22.84110993505343,5.024274932450613,-0.06765868184975488,-0.015670553935860077,0.98432944606414,98.432944606414,0.05267237328623331,38.645359138236294,-100.0,701644130.4812592,-50239225.15660727,-0.9359131014766278,-0.9108554183821407,0,0.6465053025961296,245.0582857142858,-11.44547936927276,247.69028571428566,-0.20246153846152823,1.5407660432126395,244.85582417582427,2.3739599999171332,-0.015590831780999403,-0.0015632070426591094
2017-08-18,242.9,244.19,242.2,242.71,230.07,136748000,-0.11037806319239962,0.44098969227403795,-0.5513677554664376,38.311828647737634,-0.0007822149032523651,243.03333333333333,243.86666666666667,241.87666666666667,245.02333333333337,241.04333333333332,245.85666666666668,239.88666666666666,245.94799999999995,245.37099706018145,248.86557926411757,245.1580000000002,241.4504207358828,247.65660624922623,31.64517336770897,249.06779146315614,-4.021494001908754,3.152808760774306,-1.899680691968797,-4.699999999999989,23.86157110038544,100.0,42.85714285714286,-57.142857142857146,12.86092261539614,33.24187979375309,-357931400.0,1.6014761872180083,-170.63339731285805,0.8307291485563425,0.9185223764806197,1.990000000000009,52.31658048706413,9.497206703910967,31.07271231215643,0.0,33.33333333333335,245.88899656084655,1.0652920962199306,-28820967.266700722,0.38554039712590665,0.38645359138236296,65957647.963240616,68288878.31877796,246.51,256.400836532465,242.71,248.99495478246428,-0.02473455462309926,-0.009985397172436405,0.005216720104600725,246.09445161290347,246.3865384918138,244.41353286112766,245.8175925394882,246.13238556085508,245.29000000000002,245.555,-247.65660624922623,245.94799999999995,245.03289667664603,245.60533634750408,246.6587083333334,12.552663024341161,-0.4951282051283954,-0.09547738693467178,-23.37634270452473,-0.09718279981427713,0.42518800003279855,-0.5223707998470757,33.858993024288495,7.5896436689428475,20.813320145139937,4.665398151561283,-0.20097469082325647,-0.01899680691968792,0.981003193080312,98.1003193080312,0.051112031246391965,34.56572300714617,-92.39940387481343,634988070.179754,-83487922.54187047,-0.9340037882359692,-0.9130635739228016,0,0.6598311512578832,244.17257142857142,-16.38913127812493,247.99599999999995,-0.2941098901098872,1.8537896320586946,243.87846153846152,3.43653599992831,-0.0015632070426591094,0.0007828272423879845
2017-08-21,242.64,243.2,241.83,242.9,230.25,65469700,-0.30020446674811296,0.29275086046960774,-0.5929553272177207,39.28937101159501,0.0010715463237718215,242.64333333333332,243.45666666666662,242.08666666666664,244.0133333333333,241.27333333333334,244.8266666666666,240.71666666666667,245.9656666666666,245.21157789500845,248.19525165157123,244.4300000000002,240.66474834842919,247.22007774928812,32.30535836350085,259.14827664730683,-1.1306281367033342,8.67250295806603,-2.0050833097994936,-4.969999999999999,26.259186579254916,100.0,35.714285714285715,-64.28571428571429,13.817941469957479,27.479052970683938,-292461700.0,1.5849421738452918,-142.30625625401206,0.6167523797957977,0.9187553901628861,1.3699999999999761,31.43519155950801,18.64111498257834,9.37944056216312,5.646755087186085,1.8822516957287139,245.79310892857143,0.8956780923994014,-13427711.881431907,0.44683975231042644,0.34565723007146165,66008899.42795159,68183854.97385769,242.9,256.2279849916122,242.71,248.91448835242292,-0.02133502400362175,-0.006259460786320004,0.009287823276613372,245.89780645161315,246.01246646685752,244.40383143079612,245.67171291251378,246.12086874464654,245.29000000000002,245.37,-247.22007774928812,245.9656666666666,244.37894519869656,245.08086017270614,246.66533333333342,12.688430289808188,-0.731153846154001,0.18978102189782764,-21.421257976809976,-0.2776750126916454,0.28461539748790976,-0.5622904101795552,33.43586481654481,7.417526264018335,19.527987909619522,4.332155426449763,-0.2969018193631844,-0.02005083309799491,0.9799491669020051,97.99491669020051,0.0492591684465582,41.87837646431555,-84.88700564971758,671784908.8658866,-77791766.20462966,-0.9821176933633892,-0.8275876539182315,0,0.652508099565785,243.5302857142857,-19.00123113250068,248.00685714285717,-0.3443516483516513,1.8826258257855115,243.18593406593405,3.544279999914579,0.0007828272423879845,0.010456978180320986
2017-08-22,243.57,245.62,243.55,245.44,232.66,63140100,-0.2428866408530439,0.18562336020507741,-0.4285100010581213,50.56695041473787,0.007677464383955446,244.87,246.19,244.12,246.94,242.8,248.26,242.05,246.07399999999996,245.2263148050079,247.58481225354478,244.2160000000002,240.84718774645563,246.6810699743593,32.5649211642437,264.11887298266697,0.7368808424294067,3.8928076474056783,-0.7360672975814886,-1.8199999999999932,3.3381337518963496,92.85714285714286,28.571428571428573,-64.28571428571429,13.069383775810255,33.176810453621144,-229321600.0,1.6660177328563424,-37.27668942537781,0.6973130785605525,0.8940716563812863,2.719999999999999,23.598529596907298,62.89198606271773,30.34343591640236,70.79148049279856,25.479411859994897,245.73409450757578,0.49011299435028344,-183351.2461267123,0.36934358092619946,0.4187837646431555,66669154.075954884,68114125.30450037,245.44,256.0910841315733,242.71,248.8357526300236,-0.008662939515645007,0.005011956628557357,0.019069403701650556,245.8638924731185,245.98931928802747,244.42714880131763,245.5558564562569,245.97961567254913,245.29000000000002,245.37,-246.6810699743593,246.07399999999996,244.06961826952283,245.08237667169047,246.64579166666678,11.995890863907626,-0.8918589743590815,0.9033816425120824,1.1339008294757333,-0.2259631711737029,0.18249968375558723,-0.40846285492929013,29.535927167150476,6.887702959445597,27.627727903422084,6.442715753131939,-0.3621649200077487,-0.007360672975814904,0.9926393270241851,99.26393270241851,0.04745740165510437,49.07848420862997,-49.01129943502835,723944121.9093643,-51793428.443321824,-0.9947366225714744,-0.7758386230782002,0,0.6787881897230861,243.68457142857167,-16.627590453607322,247.56685714285703,-0.2986373626373363,1.6844061267722874,243.38593406593432,2.8372239999080193,0.010456978180320986,-0.003585397653194211
2017-08-23,244.33,245.05,244.16,244.56,231.82,50203800,-0.26541100357511027,0.09541648744903987,-0.3608274910241501,47.28940548225233,0.0009413498137764709,244.59,245.02,244.13,245.48,243.7,245.91000000000003,243.23999999999998,246.0923333333333,245.1833267530719,245.8850221443485,243.74000000000018,241.59497785565185,246.19596297692337,32.018086390735334,281.04668733082076,1.3974750764293191,-3.7572403343744454,-1.0879676440849306,-2.6899999999999977,3.33813375189635,85.71428571428572,21.42857142857143,-64.28571428571429,12.374294488387834,32.89232169441627,-279525400.0,1.6384450376523179,-42.3042681330182,0.670956201236374,0.889568475220772,1.2800000000000011,28.65938165372314,57.23270440251573,46.25526848260395,73.25571304145592,49.89798287381353,245.79180681818184,0.6144067796610175,-254113.20036836062,0.3023956882773157,0.49078484208629974,66489153.489253454,68039362.7000627,244.56,255.94602741165468,242.71,248.75869295606705,-0.005388787543027518,0.0033642405842284617,0.012272697763277662,245.7662150537637,245.85689051118234,244.42799065625178,245.50606363344406,245.9677768715715,245.29000000000002,245.37,-246.19596297692337,246.0923333333333,243.98362004636112,244.92478996614557,246.59287500000013,11.564733415571402,-1.1253846153847462,0.25842696629211903,-5.421189035495347,-0.2487626501044815,0.09624721698357347,-0.345009867088055,27.88746175324906,6.395724176628054,26.08576331041201,5.982521770765372,-0.45707323169213027,-0.010879676440849334,0.9891203235591507,98.91203235591507,0.04560893580976,42.990732506739526,-61.44067796610176,718867333.1453193,-38064593.19831717,-0.9814713773161942,-0.5585171785890388,0,0.6699562633514549,243.60114285714292,-15.912792715578933,247.30742857142855,-0.2850989010988945,1.0725110721741637,243.316043956044,1.1502799999361741,-0.003585397653194211,-0.0023307163886162607
2017-08-24,245.0,245.18,243.75,243.99,231.28,50741700,-0.3255037549547808,0.011232438968275735,-0.33673619392305654,45.24381823716619,-0.004122448979591797,244.3066666666667,244.8633333333334,243.4333333333334,245.73666666666668,242.8766666666667,246.2933333333334,242.0033333333334,246.07799999999995,245.10633793029305,245.96536549295922,243.92000000000016,241.8746345070411,245.75936667923102,32.67166601355394,285.7858511100825,-1.4399838805886285,-9.908416452167922,0.09435510338038355,0.2300000000000182,6.667357579005924,78.57142857142857,14.285714285714286,-64.28571428571429,11.966656137717697,27.325472762924107,-330267100.0,1.6235561063914385,-47.388951805711535,0.5192965839209751,0.892588553446608,1.4300000000000068,45.212543121663344,56.99208443271771,59.03892496598374,56.56402050687532,66.87040468037661,245.82857196969695,0.694915254237288,-4851514.911418883,0.1484990907169929,0.42990732506739526,66370888.97747721,67962641.14019091,244.56,255.80402707320377,243.99,248.6992204122862,-0.008031071728331396,0.00028697933748711435,0.008745710343997848,245.6305806451615,245.66442416011938,244.42544569515283,244.74803181672203,245.66284060785912,245.29000000000002,245.37,-245.75936667923102,246.07799999999995,243.95396152638648,244.68443176894823,246.5132916666668,11.320933223345031,-1.282500000000141,-0.7062937062936966,-9.512363525667618,-0.306640160600125,0.015669741466833767,-0.32230990206695875,27.936785632920767,6.348886735440332,24.44434814032128,5.555198787139274,-0.5211296221048928,0.000943551033803816,1.0009435510338038,100.09435510338038,0.04366924569254582,40.87348560464574,-69.4915254237288,685157812.166299,-39713590.61883843,-0.9622852023576479,-0.4880752077544951,0,0.6654191181570713,243.50400000000002,-14.706242255229725,246.91600000000003,-0.2624615384615392,1.0226827464795323,243.24153846153848,1.0458799999469193,-0.0023307163886162607,0.0023361613180867824
2017-08-25,244.9,245.61,244.39,244.56,231.82,64445900,-0.32340544045220554,-0.05569513691582052,-0.26771030353638503,47.681055503599836,-0.0013883217639852896,244.85333333333332,245.31666666666666,244.09666666666664,246.07333333333338,243.6333333333333,246.5366666666667,242.8766666666666,246.04466666666661,245.07109032188706,245.9610236383228,244.29000000000013,242.61897636167745,241.83,32.36907418414616,305.5943138800377,-4.661748634983405,-4.118136798999198,0.18023922660985736,0.4399999999999977,2.673297344292919,71.42857142857143,7.142857142857143,-64.28571428571429,11.302844795330213,29.51582614353646,-265821200.0,1.6233020987920506,-14.662415637973213,0.5478575788789212,0.8931839394008003,1.6200000000000045,55.79322571668064,72.03166226912917,62.08548370145422,74.41033392029335,68.0766891562082,245.89913825757577,0.6144067796610175,-9908264.273589777,0.14953042597756944,0.4087348560464574,66521444.9961665,67896405.51107514,244.56,255.66498857903503,244.56,248.6480367065365,-0.005696120538118188,0.0011052437676526417,0.008000296050334477,245.53264516129056,245.56019741934477,244.42659625667636,244.73863022588594,245.63973534830978,244.985,245.37,241.83,246.04466666666661,243.99972948963307,244.5789014779689,246.41125000000014,11.400597011930136,-1.4089743589744899,-0.2786885245901605,-4.637888992800319,-0.30594665142061217,-0.048653537110655426,-0.2572931143099567,25.945044152971047,5.895394825766022,24.593985612421402,5.5883988737721895,-0.5727484315865822,0.0018023922660986306,1.0018023922660986,100.18023922660986,0.04172957240489161,39.764436246818605,-61.44067796610176,638672244.9531856,-51568716.34787524,-0.8131585278083455,-0.16342387035315306,0,0.6637643518122549,243.71685714285704,-10.942590033763263,246.23028571428577,-0.19334065934067104,0.8355118191613339,243.52351648351637,0.6980799999582814,0.0023361613180867824,4.0889761203866115e-05
2017-08-28,245.17,245.2,244.09,244.57,231.83,40565600,-0.31727820897066294,-0.10801175132678902,-0.20926645764387392,47.72501658680948,-0.002447281478157981,244.61999999999998,245.14999999999995,244.03999999999996,245.72999999999993,243.51,246.25999999999993,242.92999999999998,246.0126666666666,245.03876191402338,245.55305112871542,244.62400000000017,243.6949488712849,241.90560000000002,31.474719833408656,-35.24482327887381,-3.891624266737869,6.305265072315796,-0.7990589762310374,-1.9699999999999989,5.336493430053204,64.28571428571429,0.0,-64.28571428571429,10.87667684066757,30.13595064247974,-225255600.0,1.586637663164046,-19.160211069946847,0.5707056428441238,0.8997060260649786,1.1099999999999852,60.185815002555636,49.27536231883987,59.43303634022893,46.61162388748296,59.19532610488388,245.95244950513197,0.6129943502824877,-6607840.401247419,0.12647501934652008,0.3976443624681861,66523103.71386358,67833322.03332123,244.57,255.5289438686859,244.56,248.59790995195036,-0.00400341646824065,-0.00022074694224671898,0.0035907643255144173,245.43750537634435,245.4660710107404,244.42779366557977,244.73019871459164,245.61699693246683,244.98000000000002,244.7,241.90560000000002,246.0126666666666,244.09385837967784,244.4902734519862,246.28775000000013,11.134165711715134,-1.2526282051283033,-0.5405405405405426,-4.54996682638104,-0.30120947999972714,-0.09916472568846976,-0.20204475431125737,25.999119962681387,5.774295195354147,23.364816724551577,5.189227525645604,-0.5093776474422037,-0.00799058976231037,0.9920094102376896,99.20094102376896,0.039803112696445986,47.44713007266439,-52.264808362369514,633190407.1153474,-53474696.517441034,-0.5770714034408598,0.16943854896376473,0,0.6487458245753961,243.93971428571425,-7.378428923559223,245.62314285714282,-0.12949450549450622,0.464525564357633,243.81021978021974,0.21578399994177744,4.0889761203866115e-05,0.001144866500388364
